PMID,Title,Abstract,ISSN,Journal,Location,Year,FirstAuthorForename,FirstAuthorLastname,FirstAuthorInitials,FirstAuthorAffiliation,Relevant
36116931,[Establishment of an animal model of ,To establish an animal model of sparganosis mansoni through oral administration of ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 400-403,2022,X S,Tang,XS,"Key Laboratory of National Health Commission on Parasitic Disease Control and Prevention; Jiangsu Provincial Key Laboratory on Parasite and Vector Control Technology; Jiangsu Institute of Parasitic Diseases, Wuxi, Jiangsu 214064, China.",False
36116933,[First report of invasive ,To characterize the species of invasive ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 407-411,2022,L J,Wang,LJ,"Shandong Institute of Parasitic Diseases, Shandong First Medical University & Shandong Academy of Medical Sciences, Jining, Shandong 272000, China.",False
36116935,[Application of the small private online course-based blended teaching model in ,"Small private online course (SPOC), an emerging network-based, student-centered blended teaching model, combines the advantages of online teaching and flipped classroom, aiming to effectively improve students' autonomous learning ability and learning efficiency. Considering a remarkable decline in the course of ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 417-419,2022,Y T,Fan,YT,"Department of Parasitology, School of Medicine, Northwest University, Xi'an, Shaanxi 710069, China.",False
36116936,[Taxonomic rank of human parasites].,"Biological category is effective to indicate the evolution of organism populations between past and present. Conventional taxonomy of human parasites mainly depends on important morphological features, which suffers from a problem of categorizing related-genera species with similar morphological characteristics. With recent advances in molecular biological technologies, the effective applications of mitochondrial and ribosomal biomarkers and sequencing greatly improve the development of the taxonomic rank of human parasites. Worldwide, the classification of human parasites have been continuously revised and improved. Hereby, we re-categorize parasitic Protozoa, Trematoda, Cestoda and Nematoda, so as to provide insights into the researches on molecular systematics and genetic evolution of human parasites.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 420-428,2022,T W,Jia,TW,"National Institute of Parasitic Diseases, Chinese Center for Disease Control and Prevention (Chinese Center for Tropical Diseases Research), National Health Commission Key Laboratory of Parasite and Vector Biology, WHO Collaborating Centre for Tropical Diseases, National Center for International Research on Tropical Diseases, Shanghai 200025, China.",False
36116937,[Primary liver cancer complicated by hepatic cystic echinococcosis: a case report].,"A primary liver cancer patient complicated by hepatic cystic echinococcosis was reported. The case was admitted to the hospital due to intermittent upper abdominal discomfort for more than half a month, and an auxiliary examination revealed primary liver cancer complicated by hepatic cystic echinococcosis. Then, hepatic artery infusion and chemoembolization was performed, and no treatment was given to cystic echinococcosis lesions. Following treatment, the patient had remarkable improvements in the liver functions.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 429-431,2021,T,Liu,T,"Graduate School of Qinghai University, Xining, Qinghai 810001, China.",False
36116939,[Role of alternative activation of macrophages in hookworm therapy for inflammatory diseases: a review].,"As a type of highly plastic innate immune cells, macrophages may be differentiated into M1 and M2 macrophages upon different stimuli, and M2 macrophages are involved in immune regulation, tissue remodeling and regeneration, and wound healing. Previous epidemiological studies have shown a significant negative correlation between the prevalence of helminth infections and the incidence of inflammatory diseases, such as allergy and autoimmune diseases. As a common type of intestinal helminths, hookworm infection may trigger high levels of type II host immune responses, with alternative activation of macrophages, which are effective to inhibit the development and progression of inflammatory diseases. This review summarizes the advances in alternative activation of macrophages in hookworm therapy for inflammatory diseases.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 438-444,2022,Y G,Yang,YG,"School of Public Health, Nanjing Medical University, Nanjing, Jiangsu 211166, China.",False
36464249,[Corrosive sclerosing cholangitis after surgical treatment of hepatic cystic echinococcosis: a case report].,"Corrosive sclerosing cholangitis is a rare postoperative complication of hepatic cystic echinococcosis. Although corrosive sclerosing cholangitis is rare, it progresses rapidly and lacks effective treatments, which usually results in a poor prognosis. This case report retrospectively analyzed the treatment and diagnosis of a case with corrosive sclerosing cholangitis following surgical treatment of hepatic cystic echinococcosis, so as to provide insights into the diagnosis and treatment of corrosive sclerosing cholangitis.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 552-555,2022,L X,Zhou,LX,"Department of Hepatopancreatobiliary Surgery, The Affiliated Hospital of Qinghai University, Xining, Qinghai 810001, China.",False
36464250,[Prevalence of parasitic infections in fish from markets in Zhenjiang City from 2017 to 2020].,"To investigate the prevalence of parasitic infections in freshwater fish and marine fish from markets in Zhenjiang City, so as to provide the evidene for formulating targeted control measures.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 527-530,2022,A H,Li,AH,"Zhenjiang Municipal Center for Disease Control and Prevention, Zhenjiang, Jiangsu 212004, China.",False
36464251,[Potential transmission risk of key parasitic diseases and responses to the risk during the construction of an ecological city in Shanghai Municipality].,"A blueprint on Shanghai's ecological space design between 2021 and 2035 was released in 2021, aiming to build an ecological city and improve the development of ecological civilization. The transmission of parasitic diseases is strongly associated with climate and ecological environments. Currently, the prevalence of parasitic diseases has been maintained at extremely low-transmission levels, and there are almost no local cases; however, the alteration of ecological environments may results in a potential transmission risk of parasitic diseases. Hereby, the current status of key parasitic diseases in Shanghai Municipality was described, and the potential transmission risk of parasitic diseases and responses to this risk were analyzed during the construction of an ecological city in Shanghai Municipality. In addition, the suggestions pertaining to surveillance and management of parasitic diseases were proposed during the mid- and long-term construction of an ecological city in Shanghai Municipality.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 531-536,2022,Q,Yu,Q,"Shanghai Center for Disease Control and Prevention, Shanghai Institutes of Prevention Medicine, Shanghai 200336, China.",False
36464252,[Epidemic trend and control progress of taeniasis and cysticercosis in Henan Province].,"Henan Province is one of the provinces where taeniasis and cysticercosis were historically highly prevalent, and ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 547-551,2022,T T,Jiang,TT,"Henan Provincial Center for Disease Control and Prevention, Henan Medical Key Laboratory for Pathogen and Vector of Parasites, Zhengzhou, Henan 450016, China.",False
36464253,[Interleukin-9 promotes the activation of hepatic stellate cells in mice infected with ,To investigate the effects of interleukin-9 (IL-9) in the activation of hepatic stellate cells (HSCs) in mice infected with ,1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 514-517,2022,T Z,Zhan,TZ,"Department of Parasitology, Guangxi Medical University, Nanning, Guangxi 530021, China.",False
36464255,[Bioinformatics analysis of core differentially expressed genes in hepatitis B virus-related hepatocellular carcinoma].,"To identify the core genes associated with the development and progression of hepatitis B virus (HBV)-related hepatocellular carcinoma (HCC), so as to provide insights into the elucidation of pathogenesis of HBV-related HCC.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 507-513,2022,Y,Yu,Y,"School of Laboratory Medicine, Bengbu Medical College, Bengbu, Anhui 233000, China.",False
36464256,[A practice of curriculum ideological and political education in ,"In order to build a unified teaching pattern integrating knowledge delivery, skill cultivation and value guidance, this article, based on the targets of cultivating medical talents in the new era, aims to explore the pathway of curriculum ideological and political education in ",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 537-541,2022,L M,Wang,LM,Co-first authors.,False
36464258,[Metagenomic sequencing for diagnosis of sparganosis mansoni: a case report].,"The patient was found to develop a migrating mass in the lower abdomen without any known cause in 2000, and the cause had not been identified following multiple diagnoses since then. The mass was found to migrate to the left anterior axillary regions on August 11, 2020. Then, three segments of incomplete white worms were resected through minimally invasive surgery, and metagenomic sequencing revealed sparganosis mansoni. After surgical resection of complete worms was performed on October 21, 2021, the case was cured and discharged from the hospital. Follow-up revealed satisfactory outcomes and no new mass was found throughout the body.",1005-6661,Zhongguo xue xi chong bing fang zhi za zhi = Chinese journal of schistosomiasis control,(34) 556-558,2022,C M,Pang,CM,"Department of Laboratory Medicine, Guiyang Municipal Center for Public Health Treatment, Guiyang, Guizhou 550004, China.",False
